-,# name,ra,dec,mass,radius,orbital_period,semi_major_axis,eccentricity,inclination,star_distance,discovered
planet,GJ 317 c,130.2458333,-23.4563889,-,-,6739.323,5.23,0.17,-,15.1,2007
planet,GJ 328 b,133.7833,1.54901111,-,-,4100,4.5,0.37,-,19.8,2013
planet,GJ 3293 b,67.15000001,-25.16916667,-,-,30.5987,0.14339,0.06,-,17.9,2014
planet,GJ 3293 c,67.15000001,-25.16916667,-,-,122.6196,0.36175,0.11,-,17.9,2014
planet,GJ 3293 d,67.15000001,-25.16916667,-,-,48.1345,0.194,0.12,-,17.9,2014
planet,GJ 3293 e,67.15000001,-25.16916667,-,-,13.2543,0.0821,0.21,-,17.9,2017
planet,GJ 3323 b,75.48958335,-6.946083362,-,-,5.3636,0.03282,0.23,-,-,2017
planet,GJ 3323 c,75.48958335,-6.946083362,-,-,40.54,0.1264,0.17,-,-,2017
planet,GJ 3341 b,78.94583335,-31.29611113,-,-,14.207,0.089,0.31,-,23.1,2014
planet,GJ 3470 b,119.775,15.3916667,0.03958,0.373807429,3.336649,0.03557,0.114,88.3,30.7,2012
planet,GJ 3473 b,120.5958333,3.3388889,0.00585,0.11277,1.1980035,0.01589,0,87.95,27.39,2020
planet,GJ 3473 c,120.5958333,3.3388889,-,-,15.509,0.0876,0,-,27.39,2020
planet,GJ 3512 b,130.3333333,59.49722224,-,-,203.69,0.337,0.44,-,9.489,2019
planet,GJ 3512 c,130.3333333,59.49722224,-,-,1599.6,1.292,0.0183,-,9.489,2019
planet,GJ 357 b,144.0068219,-21.66079954,0.006566,0.10411,3.93086,0.033,0.047,88.496,9.444,2019
planet,GJ 357 c,144.0068219,-21.66079954,-,-,9.1246,0.0607,0.072,-,9.444,2019
planet,GJ 357 d,144.0068219,-21.66079954,-,-,55.698,0.204,0.033,-,9.444,2019
planet,GJ 3634 b,164.6458333,-31.1441667,0.026,-,2.64561,0.0287,0.08,59,19.8,2011
planet,GJ 367  b,146.125,-45.77638891,0.00047,0.0526,0.3219659,0.0069,-,-,9.41,2021
planet,GJ 3779 b,200.7375,24.46750001,-,-,3.0232,0.026,0.07,-,13.748,2018
planet,GJ 3929 b,239.5791667,35.40666668,0.00381,0.1026,2.6162745,0.02569,-,89.65,15.83,2022
planet,GJ 3929 c,239.5791667,35.40666668,-,-,14.303,0.078,-,-,15.83,2022
planet,GJ 393 b,157.2291667,0.837777798,-,-,7.02679,0.05402,-,-,7.0375,2021
planet,GJ 3942 b,242.2625,52.94388892,-,-,6.905,0.0608,0.121,-,16.93,2017
planet,GJ 3998 b,259.0041667,11.05833334,-,-,2.64977,0.029,0,-,17.8,2016
planet,GJ 3998 c,259.0041667,11.05833334,-,-,13.74,0.089,0.049,-,17.8,2016
planet,GJ 414 A b,167.7708333,30.44611113,-,0.2632,50.817,0.24,0.48,-,11.893,2020
planet,GJ 414 A c,167.7708333,30.44611113,-,0.7833,748.3,1.43,0.093,-,11.893,2020
planet,GJ 422 b,169.0008563,-56.45233364,-,-,20.129,0.111,0.1,-,12.67,2014
planet,GJ 4276 b,336.3208333,59.41250002,-,-,13.35,0.082,0.043,-,21.35,2018
planet,GJ 4276 c,336.3208333,59.41250002,-,-,6.675,0.052,0.07,-,21.35,2018
planet,GJ 433 b,173.8625,-32.54,-,-,7.3708,0.062,0.02,-,9.04,2009
planet,GJ 433 c,173.8625,-32.54,-,-,4874,4.692,0.21,-,9.04,2012
planet,GJ 433 d,173.8625,-32.54,-,-,36.052,0.178,0.03,-,9.04,2020
planet,GJ 436 b,175.5458333,26.7063889,0.07,0.38,2.64394,0.02887,0.1912,85.8,10.2,2004
planet,GJ 480 b,189.7166667,11.69611114,-,-,9.567,0.068,0.1,-,14.24,2020
planet,GJ 486 b,191.9875,9.751388905,0.00887,0.11643,1.467119,0.01734,0.05,88.4,8.0761,2021
planet,GJ 504 b,199.1958,9.4242,4,0.96,-,43.5,-,-,17.56,2013
planet,GJ 536 b,210.2625,-2.655000017,-,-,8.7076,0.06661,0.08,-,10.03,2016
planet,GJ 570 D,224.3666667,-21.4152778,42.5,0.855,-,1500,-,-,5.91,2000
planet,GJ 581 b,229.8583333,-7.7222222,-,-,5.368,0.041,0.022,-,6.21,2005
planet,GJ 581 c,229.8583333,-7.7222222,-,-,12.919,0.074,0.087,-,6.21,2007
planet,GJ 581 e,229.8583333,-7.7222222,-,-,3.153,0.029,0.125,-,6.21,2009
planet,GJ 625 b,246.3541667,54.30333334,-,-,14.638,0.078399,0.13,-,6.49,2017
planet,GJ 649 b,254.5375,25.7441667,-,-,598.3,1.135,0.3,-,10.34,2009
planet,GJ 649 c,254.5375,25.7441667,-,-,4.4762,0.043,0.2,-,10.34,2013
planet,GJ 667 C b,259.7375,-34.9897222,-,-,7.2004,0.0505,0.13,-,6.84,2009
planet,GJ 667 C c,259.7375,-34.9897222,-,-,28.14,0.125,0.02,-,6.84,2011
planet,GJ 667 C e,259.7375,-34.9897222,-,-,62.24,0.213,0.02,-,6.84,2013
planet,GJ 667 C f,259.7375,-34.9897222,-,-,39.026,0.156,0.03,-,6.84,2013
planet,GJ 667 C g,259.7375,-34.9897222,-,-,256.2,0.549,0.08,-,6.84,2013
planet,GJ 674 b,262.1666667,-46.8952778,-,1.13,4.6944,0.039,0.07,-,4.54,2007
planet,GJ 676 A b,262.5458333,-51.6369444,6.7,-,1052.1,1.812,0.323,45,16.45,2009
planet,GJ 676 A c,262.5458333,-51.6369444,6.8,-,7337,6.6,0.2,-,16.45,2012
planet,GJ 676 A d,262.5458333,-51.6369444,-,-,3.6,0.0413,0.15,-,16.45,2012
planet,GJ 676 A e,262.5458333,-51.6369444,-,-,35.37,0.187,0.24,-,16.45,2012
planet,GJ 682 b,264.2652601,-43.68078619,-,-,17.478,0.08,0.08,-,-,2014
planet,GJ 682 c,264.2652601,-43.68078619,-,-,57.32,0.176,0.1,-,-,2014
planet,GJ 685 b,263.8958333,61.67944447,-,-,24.16,0.1344,-,-,14.42,2019
planet,GJ 687 b,264.1083333,68.33916668,-,-,38.142,0.163,0.17,-,4.5,2014
planet,GJ 687 c,264.1083333,68.33916668,-,-,727.562,1.165,0.4,-,4.5,2020
planet,GJ 720A b,278.8291667,45.74555558,-,-,19.47,0.119,0.1,-,15.557,2021
planet,GJ 740 b,284.5,5.90805558,-,-,2.37756,0.029,0.24,-,11.1017,2021
planet,GJ 752 A b,289.2302355,5.168899687,-,-,105.9,0.3357,0.16,-,5.9116,2018
planet,GJ 758 b,290.8916667,33.2219444,37.9,-,109000,33,0.42,52,15.5,2009
planet,GJ 785 b,303.8208333,-27.0330556,-,-,74.72,0.32,0.13,-,8.911,2010
planet,GJ 785 c,303.8208333,-27.0330556,-,-,525.8,1.18,0.32,-,8.911,2011
planet,GJ 832 b,323.3916667,-49.0088889,-,-,3660,3.6,0.08,-,4.94,2008
planet,GJ 832 c,323.3916667,-49.0088889,-,-,35.68,0.163,0.18,-,4.94,2014
planet,GJ 849 b,332.4167,-4.6408,-,-,1914,2.35,0.012,-,9.1,2006
planet,GJ 849 c,332.4167,-4.6408,-,-,7049,-,0.218,-,9.1,2013
planet,GJ 86 b,32.60805938,-50.82372722,-,-,15.766,0.1177,0.048,-,10.9,2000
planet,GJ 876 b,343.3041667,-14.2536111,2.3941,-,61.082,0.214,0.027,59,4.7,2000
planet,GJ 876 c,343.3041667,-14.2536111,0.7598,-,30.126,0.134,0.25,59,4.7,2000
planet,GJ 876 d,343.3041667,-14.2536111,0.021741,-,1.938,0.021,0.082,59,4.7,2005
planet,GJ 876 e,343.3041667,-14.2536111,0.04855,-,124.4,0.345,0.04,59,4.7,2010
planet,GJ 887 b,346.4666667,-35.85305558,-,-,9.252,0.068,-,-,3.2871,2020
planet,GJ 887 c,346.4666667,-35.85305558,-,-,21.789,0.12,-,-,3.2871,2020
planet,GJ 9066 b,30.05398467,13.05194461,-,-,241.883,403,0.18,-,4.4716,2020
planet,GJ 9066 c,30.05398467,13.05194461,-,-,772.05,0.88,0.49,-,4.4716,2020
planet,GJ 96 b,35.56101667,47.88003058,-,-,73.94,0.291,0.44,-,-,2018
planet,GJ 9689 b,303.4666667,13.3888889,-,-,18.27,0.1139,0.29,-,30.686,2021
planet,GJ 9827 b,352.1041667,-1.286388897,0.01532,0.13641,1.2089765,0.01866,0,85.8,30.3,2017
planet,GJ 9827 c,352.1041667,-1.286388897,0.00604,0.107,3.648086,0.03896,-,87.8,30.3,2017
planet,GJ 9827 d,352.1041667,-1.286388897,0.01076,0.17441,6.20183,0.0555,0,87.39,30.3,2017
planet,GP Com b,196.4267917,18.01777778,26.2,-,0.032,-,-,55.5,-,2016
planet,GPX-1 b,38.37083334,56.02583334,19.7,1.47,1.744579,0.0338,0,79.9,-,2020
planet,GQ Lup b,237.3,-35.6508333,0.013,1.8,-,32,-,-,140,2005
planet,GSC 08047-00232 b,28.06094114,-52.32588483,25,-,-,-,-,-,86.2977,2003
planet,GSC 6214-210 b,245.4791667,-20.7186111,17,-,-,320,-,-,145,2010
planet,GU Psc b,18.14583335,17.06555557,11,1.35,-,2000,-,-,48,2014
planet,Gaia EDR3 2077240046296834304 b,295.8595,43.24333334,-,0.81,4.99671123,0.032,-,-,1000,2021
planet,Gaia14aae b,242.8916667,63.14222223,9.24,0.603,0.0345,-,-,86.27,258,2018
planet,Gl 378 b,150.5916667,48.07222223,-,-,3.822,0.039435,0.109,-,14.96,2019
planet,Gl 514 b,202.5,10.37722224,-,-,140.43,5.2,0.45,-,7.618,2022
planet,Gl 686 b,264.4708334,18.58916668,-,-,15.53,0.0912,0,-,8.1593,2019
planet,Gliese 49 b,15.67083335,62.34555557,-,-,13.8508,0.0905,0.363,-,9.856,2019
planet,HAT-P-1 b,344.4458333,38.675,0.525,1.319,4.46529976,0.05561,0.067,85.634,139,2006
planet,HAT-P-10 A b,47.3708333,30.6736111,0.46,1.045,3.722469,0.0439,0,89.8,125,2008
planet,HAT-P-11 b,297.7083333,48.0808333,0.0736,0.389,4.887802443,0.053,0.265,89.05,37.89,2009
planet,HAT-P-11 c,297.7083333,48.0808333,2.3,-,3397,4.13,0.604,135.7,37.89,2018
planet,HAT-P-12 b,209.3916667,43.4936111,0.210489885,0.949,3.2130598,0.0384,0,-,142.5,2009
planet,HAT-P-13 b,129.8833333,47.3519444,0.85,1.28,2.916243,0.0426,0.0142,83.3,214,2009
planet,HAT-P-13 c,129.8833333,47.3519444,-,-,446.27,1.186,0.6616,-,214,2009
planet,HAT-P-14 b,260.1166667,38.2422222,2.444,1.01,4.627686,0.0606,0.095,84.1167,205,2010
planet,HAT-P-15 b,66.25,39.4605556,1.946,1.072,10.863502,0.0964,0.19,89.1,190,2010
planet,HAT-P-16 b,9.575,42.4630556,4.193,1.289,2.77596,0.0413,0.036,86.6,235,2010
planet,HAT-P-17 b,324.5375,30.4886111,0.534,1.01,10.338523,0.0882,0.346,89.2,90,2010
planet,HAT-P-17 c,324.5375,30.4886111,-,-,1798,2.75,0.1,-,90,2010
planet,HAT-P-18 b,256.35,33.0125,0.183,0.947,5.508029,0.0559,0.106,88.79,166,2010
planet,HAT-P-19 b,9.5166667,34.7116667,0.292,1.132,4.008784,0.0466,0.067,88.51,215,2010
planet,HAT-P-2 b,245.15,41.0480556,8.74,0.951,5.6334729,0.0674,0.5171,90,118,2007
planet,HAT-P-20 b,111.9166667,24.3363889,7.246,0.867,2.875317,0.0361,0.015,81.9,70,2010
planet,HAT-P-21 b,171.275,41.0280556,4.063,1.024,4.124461,0.0494,0.228,87.2,254,2010
planet,HAT-P-22 b,155.6833333,50.1283333,2.147,1.08,3.21222,0.0414,0.016,73.6,82,2010
planet,HAT-P-23 b,306.125,16.7622222,2.09,1.368,1.212884,0.0232,0.106,85.1,393,2010
planet,HAT-P-24 b,108.825,14.2622222,0.685,1.242,3.35524,0.0465,0.067,88.6,306,2010
planet,HAT-P-25 b,48.4375,25.1975,0.567,1.19,3.652836,0.0466,0.032,87.6,297,2010
planet,HAT-P-26 b,213.1564042,4.06003612,0.0585,0.5647,4.234516,0.0479,0.124,88.6,134,2010
planet,HAT-P-27 b,222.7666667,5.9472222,0.66,1.055,3.0395803,0.0403,0.078,85.08,204,2011
planet,HAT-P-28 b,13,34.7283333,0.626,1.212,3.257215,0.0434,0.051,88,395,2011
planet,HAT-P-29 b,33.1291667,51.7788889,0.778,1.107,5.723186,0.0667,0.095,87.1,322,2011
planet,HAT-P-3 b,206.0958333,48.0286111,0.591,0.827,2.899703,0.03866,0,87.07,130,2007
planet,HAT-P-30 b,123.95,5.8366667,0.711,1.34,2.810595,0.0419,0.035,83.6,193,2011
planet,HAT-P-31 b,271.5375,26.4266667,2.171,1.07,5.005425,0.055,0.245,87.1,354,2011
planet,HAT-P-32 b,31.04166667,46.6877778,0.75,1.789,2.15000825,0.03427,0.044,88.9,320,2011
planet,HAT-P-33 b,113.1833333,33.835,0.763,1.827,3.474474,0.0503,0.148,86.7,419,2011
planet,HAT-P-34 b,303.1958333,18.105,3.328,1.107,5.452654,0.0677,0.441,87.1,257,2012
planet,HAT-P-35 b,123.25,4.7869444,1.054,1.332,3.646706,0.0498,0.025,87.3,535,2012
planet,HAT-P-36 b,188.2625,44.9152778,1.832,1.264,1.327347,0.0238,0.063,86,317,2012
planet,HAT-P-37 b,284.2958333,51.2691667,1.169,1.178,2.797436,0.0379,0.058,86.9,411,2012
planet,HAT-P-38 b,35.38300001,32.24633335,0.267,0.825,4.640382,0.0523,0.067,88.3,249,2012
planet,HAT-P-39 b,113.7583,17.83,0.599,1.571,3.54387,0.0509,-,87,642,2012
planet,HAT-P-4 b,229.9916667,36.2297222,0.68,1.27,3.0565114,0.0446,0,89.67,310,2007
planet,HAT-P-40 b,335.5125,45.4575,0.615,1.73,4.457243,0.0608,-,88.3,501,2012
planet,HAT-P-41 b,297.3208,4.6725,0.8,1.685,2.694047,0.0426,-,87.7,344,2012
planet,HAT-P-42 b,135.3458,6.0972,0.975,1.277,4.641876,0.0575,0,85.9,447,2012
planet,HAT-P-43 b,128.925,10.2067,0.66,1.283,3.332688,0.0443,0,88.7,543,2012
planet,HAT-P-44 b,213.1458,47.0147,0.392,1.28,4.301217,0.0507,0.072,89,374,2013
planet,HAT-P-44 c,213.1458,47.0147,1.6,-,219.9,0.699,-,-,374,2013
planet,HAT-P-45 b,274.375,-3.3811,0.892,1.426,3.128992,0.0452,0.049,87.8,305,2013
planet,HAT-P-46 b,270.4458,-2.9708333,0.493,1.284,4.463129,0.0577,0.123,85.5,296,2013
planet,HAT-P-46 c,270.4458,-2.9708333,2,-,77.7,0.387,-,-,296,2013
planet,HAT-P-47 b,38.30833334,30.36055557,0.206,1.313,4.732182,0.0615,0,84.8,268,2016
planet,HAT-P-48 b,44.47083335,30.62583335,0.168,1.131,4.40865,0.0543,0,86.8,305,2016
planet,HAT-P-49 b,305.4416667,26.6927778,1.73,1.413,2.691548,0.0438,0,86.2,322,2014
planet,HAT-P-5 b,274.4054125,36.62135557,1.06,1.252,2.788491,0.04079,0,86.75,340,2007
planet,HAT-P-50 b,118.0625,28.13944445,1.36,1.288,3.1220109,0.0453,0.115,83.65,597,2015
planet,HAT-P-51 b,21.06666667,32.81083336,0.309,1.293,4.2180278,0.05069,0.123,88.48,470,2015
planet,HAT-P-52 b,42.72083335,29.02250001,0.819,1.009,2.7535953,0.03694,0.047,87.02,385,2015
planet,HAT-P-53 b,21.87083334,38.96805558,1.487,1.318,1.9616241,0.03159,0.134,86.2,719,2015
planet,HAT-P-54 b,99.89804168,25.4825278,0.76,0.944,3.799847,0.04117,0.074,87.04,135.8,2014
planet,HAT-P-55 b,264.273,25.73119447,0.582,1.182,3.5852467,0.04604,0.139,87.7,480,2015
planet,HAT-P-56 b,100.848038,27.252293,2.31,1.51,2.79083,0.0423,0.246,82.13,323.5,2015
planet,HAT-P-57 b,282.2416667,10.59722225,1.85,1.413,2.465295,0.0406,0,88.26,303,2015
planet,HAT-P-58 b,68.84583334,56.86833335,0.372,1.332,4.013837,0.04994,0.073,85.64,519,2020
planet,HAT-P-59 b,292.4583334,62.52916669,1.54,1.123,4.1419771,0.05064,0.03,85.18,267.3,2020
planet,HAT-P-6 b,354.775,42.4661111,1.057,1.33,3.853003,0.05235,0,85.51,200,2007
planet,HAT-P-60 b,28.28333334,52.05388889,0.574,1.631,4.7947813,0.06277,0.25,-,235.4,2020
planet,HAT-P-61 b,75.47916669,50.1313889,1.057,0.899,1.90231289,0.0301,-,83.62,343.2,2020
planet,HAT-P-62 b,74.50416667,48.30111112,0.761,1.073,2.6453235,0.03772,0.1,87.93,353.1,2020
planet,HAT-P-63 b,269.5708333,5.761388913,0.614,1.119,3.377728,0.04294,0.069,88.45,408,2020
planet,HAT-P-64 b,68.97500002,2.431388909,0.58,1.703,4.007232,0.05387,-,88.01,635,2020
planet,HAT-P-65 b,315.9041667,11.98944447,0.527,1.89,2.6054552,0.03951,0.3,84.2,841,2016
planet,HAT-P-66 b,150.573,53.95086113,0.783,1.59,2.972086,0.04363,0,86.2,927,2016
planet,HAT-P-67 b,256.6125,44.77694447,0.34,2.085,4.81010205,0.06505,0.24,88.8,320,2017
planet,HAT-P-68 b,118.7333334,23.93833336,0.724,1.072,2.29840551,0.02996,0.041,88.73,202,2020
planet,HAT-P-69 b,130.5041667,3.710555578,3.58,1.676,4.7869491,0.06555,0,87.19,343.9,2019
planet,HAT-P-7 b,292.2458333,47.9694444,1.741,1.431,2.204735471,0.0379,0,81.1,320,2008
planet,HAT-P-70 b,74.55,9.998055587,6.78,1.87,2.74432452,0.04739,0,96.5,329,2019
planet,HAT-P-8 b,343.0416667,35.4472222,1.34,1.5,3.0763402,0.0449,0,87.8,230,2008
planet,HAT-P-9 b,110.1666667,37.1405556,0.67,1.4,3.922814,0.053,0,86.5,480,2008
planet,HATS-1 b,175.525,-23.3547222,1.855,1.302,3.446459,0.0444,0.12,85.6,303,2012
planet,HATS-10 b,294.3083333,-22.20444445,0.526,0.969,3.312846,0.0449,0.5,87.79,496,2015
planet,HATS-11 b,289.400757,-22.389927,0.85,1.609,3.619188,0.0507,0.34,88.31,967.34,2016
planet,HATS-12 b,289.202393,-19.355907,2.38,0.692,3.142702,0.0441,0.085,82.7,512.41,2016
planet,HATS-13 b,316.9625,-26.09666668,0.543,1.212,3.0440499,0.04057,0.18,88.55,476,2015
planet,HATS-14 b,313.2166667,-25.68722224,1.071,1.039,2.7667641,0.03815,0.142,88.83,513,2015
planet,HATS-15 b,311.0925,-19.43752779,2.17,1.105,1.74748753,0.02712,0,87.13,689,2014
planet,HATS-16 b,358.5585,-30.01300001,3.27,1.3,2.686502,0.03744,0,83.53,774,2015
planet,HATS-17 b,192.1916667,-47.61361113,1.338,0.777,16.254611,0.1308,0.029,89.08,339,2016
planet,HATS-18 b,173.9583334,-29.15611112,1.98,1.337,0.8378434,0.01761,0.166,85.5,645,2016
planet,HATS-19 b,147.4083333,-33.21861112,0.427,1.66,4.569673,0.0589,0.3,86.6,780,2016
planet,HATS-2 b,176.739094,-22.562992,1.345,1.168,1.354133,0.023,0,87.2,360,2013
planet,HATS-20 b,198.1333333,-45.59055557,0.273,0.776,3.7992969,0.04619,0.5,87.16,454,2016
planet,HATS-21 b,280.1833333,-58.45916668,0.332,1.123,3.5543973,0.04676,0,85.04,286,2016
planet,HATS-22 b,174.0083333,-29.60055557,2.74,0.953,4.7228124,0.05025,0.079,87.96,207.9,2016
planet,HATS-23 b,286.3666667,-50.0675,1.47,1.86,2.1605156,0.03397,0.114,81.02,747,2015
planet,HATS-24 b,268.8916667,-61.74722225,2.44,1.487,1.3484954,0.02547,0.24,86.6,510,2016
planet,HATS-25 b,207.9075,-23.78116669,0.613,1.26,4.2986432,0.05163,0.088,86.93,466,2016
planet,HATS-26 b,144.9268333,-28.58558335,0.65,1.75,3.3023881,0.04735,0.122,86.2,907,2016
planet,HATS-27 b,193.5525,-46.58772224,0.53,1.5,4.637038,0.0611,0.29,87.3,840,2016
planet,HATS-28 b,284.4,-49.13847223,0.672,1.194,3.1810781,0.04131,0.101,86.17,521,2016
planet,HATS-29 b,135.096,-54.89319447,0.653,1.251,4.6058749,0.05475,0.079,87.37,351,2016
planet,HATS-3 b,312.4583,-24.4289,1.071,1.381,3.547851,0.0485,-,-,453,2013
planet,HATS-30 b,5.618708343,-59.94255558,0.706,1.175,3.1743516,0.04354,0.048,86.84,339,2016
planet,HATS-31 b,191.7041667,-24.42750002,0.88,1.64,3.37796,0.0478,0.233,85,872,2016
planet,HATS-32 b,346.075,-21.27194445,0.92,1.249,2.8126548,0.04024,0.471,87.1,839,2016
planet,HATS-33 b,294.6333333,-55.33000002,1.192,1.23,2.5495551,0.03727,0.08,87.62,355,2016
planet,HATS-34 b,0.775000002,-62.46944446,0.941,1.43,2.1061607,0.03166,0,82.28,532,2016
planet,HATS-35 b,296.6875,-63.56555558,1.222,1.464,1.8209933,0.03199,0,86.9,557,2016
planet,HATS-36 b,291.478699,-23.202793,2.79,1.153,4.175186,0.0523,0.294,87.57,878.65,2018
planet,HATS-37A b,199.8,-22.98694447,0.099,0.606,4.3315366,0.04913,0.345,89.33,211.1,2020
planet,HATS-38 b,154.2708333,-25.2763889,0.074,0.614,4.375021,0.05036,0.122,87.21,347.7,2020
planet,HATS-39 b,112.4208333,-29.9377778,0.63,1.57,4.5776348,0.06,0.275,84.98,773,2018
planet,HATS-4 b,94.11250001,-21.45305553,1.323,1.02,2.516729,0.0362,0.013,88.5,420,2014
planet,HATS-40 b,100.5708333,-29.77694447,1.59,1.58,3.2642736,0.04997,0.312,85.8,1431,2018
planet,HATS-41 b,103.5166667,-27.05027778,9.7,1.33,4.193649,0.0583,0.38,80.4,800,2018
planet,HATS-42 b,108.45,-33.43722223,1.88,1.4,2.292102,0.03689,0.229,85.1,942,2018
planet,HATS-43 b,80.53816667,-30.97083336,0.261,1.18,4.3888497,0.04944,0.173,89.24,341,2017
planet,HATS-44 b,84.32670834,-27.97261114,0.56,1.067,2.7439004,0.03649,0.279,84.65,463,2017
planet,HATS-45 b,101.9942917,-21.91069447,0.7,1.286,4.1876244,0.05511,0.24,85.61,818,2017
planet,HATS-46 b,6.702416683,-56.31611113,0.173,0.903,4.7423729,0.05367,0.559,87.32,448,2017
planet,HATS-47 b,287.4833334,-49.66500003,0.369,1.117,3.9228038,0.04269,0.088,87.08,301.7,2020
planet,HATS-48A b,288.6708333,-59.57944447,0.243,0.8,3.1316666,0.03769,0.162,89.58,265.4,2020
planet,HATS-49 b,6.612500009,-56.34444446,0.353,0.765,4.1480467,0.04515,0.071,88.27,324.6,2020
planet,HATS-5 b,67.22500002,-20.51805553,0.237,0.912,4.763387,0.0542,0.019,89.3,257,2014
planet,HATS-50 b,300.4291667,-26.07750001,0.39,1.13,3.8297015,0.05046,0.516,87.54,717,2017
planet,HATS-51 b,102.8458333,-29.05861112,0.768,1.41,3.3488702,0.04639,0.33,87.1,478,2017
planet,HATS-52 b,140.0875,-31.26944445,2.24,1.382,1.3665436,0.02498,0.246,84.7,631,2017
planet,HATS-53 b,176.6291667,-33.86000003,0.595,1.34,3.8537768,0.04753,0.33,88.79,613,2017
planet,HATS-54 b,200.6333333,-44.68888891,0.76,1.067,2.5441828,0.03763,0.126,83.08,769,2018
planet,HATS-55 b,114.2833333,-32.75555558,0.921,1.251,-,0.05412,0.092,86.32,623.6,2018
planet,HATS-56 b,180.1666667,-45.79944447,0.602,1.688,4.324799,0.06043,0.019,83.29,577.1,2018
planet,HATS-57 b,60.95000002,-19.05666667,3.147,1.13,2.350621,0.03493,0.028,87.88,280,2018
planet,HATS-58A b,186.7875,-48.97833336,1.03,1.095,4.2180896,0.05798,-,85.69,492,2018
planet,HATS-59 b,170.325,-22.38805557,0.806,1.126,5.416081,0.06112,0.129,88.1,654,2018
planet,HATS-59 c,170.325,-22.38805557,-,-,1422,2.5,0.08,-,654,2018
planet,HATS-6 b,88.14675001,-19.03166668,0.319,0.998,3.3252725,0.03623,-,88.21,148.4,2014
planet,HATS-60 b,341.3625,-14.99166669,0.662,1.153,3.560829,0.04708,0.191,86.28,494.7,2018
planet,HATS-61 b,61.65833335,-25.34972224,3.4,1.195,7.817953,0.07908,0.092,87.15,694.2,2018
planet,HATS-62 b,312.45,-24.30333334,0.179,1.055,3.2768837,0.04163,0.298,87.92,515.9,2018
planet,HATS-63 b,67.41666668,-28.19722224,0.96,1.207,3.0566527,0.04026,0.136,84.86,634.4,2018
planet,HATS-64 b,144.2875,-29.80055557,0.96,1.679,4.908897,0.06562,0.151,87.24,1087,2018
planet,HATS-65 b,292.9416667,-26.7402778,0.821,1.501,3.105161,0.04497,0.062,84.82,491,2018
planet,HATS-66 b,101.3958333,-33.8816667,5.33,1.411,3.1414391,0.04714,0.064,87.06,1542,2018
planet,HATS-67 b,180.0208333,-46.13638889,1.45,1.685,1.6091788,0.03032,0.057,79.03,983,2018
planet,HATS-68 b,15.00416667,-58.90472224,1.29,1.2321,3.5862202,0.05071,0.036,83.21,619,2018
planet,HATS-69 b,289.2958333,-60.89166669,0.577,0.945,2.2252577,0.03211,0.519,88.49,420.3,2018
planet,HATS-7 b,208.857,-21.20769445,0.12,0.563,3.185315,0.04012,0,87.92,257,2015
planet,HATS-70 b,109.1041667,-31.24444446,12.9,1.384,1.8882378,0.03632,0.18,86.7,1307,2018
planet,HATS-71A b,15.55,-61.75611113,0.45,1.08,3.7955213,0.03946,-,88.85,140.68,2018
planet,HATS-72 b,339.025,-17.00000002,0.1254,0.7224,7.3279474,0.066517,0.013,88.56,127.66,2020
planet,HATS-74A b,171.0166667,-19.55722224,1.46,1.032,1.73185606,0.02384,0.044,87.9,286.6,2021
planet,HATS-75 b,60.95000002,-25.4088889,0.491,0.884,2.7886556,0.032742,0.064,88.7,195.3,2021
planet,HATS-76 b,70.34166667,-32.32055557,2.629,1.079,1.9416423,0.02658,0.062,88.24,390,2021
planet,HATS-77 b,149.825,-27.39277779,1.374,1.165,3.0876262,0.03607,0.045,88.44,414,2021
planet,HATS-8 b,294.9416667,-25.74833336,0.138,0.873,3.583893,0.04667,0.38,87.8,829,2015
planet,HATS-9 b,290.810104,-20.166317,0.839,1.236,1.915291,0.0312,0.129,86.5,654.36,2015
planet,HD 100655 b,173.7666667,20.4416667,-,-,157.57,0.76,0.085,-,122,2011
planet,HD 100777 b,173.9666667,-4.7558333,-,-,383.7,1.03,0.36,-,52.8,2007
planet,HD 10180 c,24.475,-60.5116667,-,-,5.75979,0.0641,0.045,-,39.4,2010
planet,HD 10180 d,24.475,-60.5116667,-,-,16.3579,0.1286,0.088,-,39.4,2010
planet,HD 10180 e,24.475,-60.5116667,-,-,49.745,0.2699,0.026,-,39.4,2010
planet,HD 10180 f,24.475,-60.5116667,-,-,122.76,0.4929,0.135,-,39.4,2010
planet,HD 10180 g,24.475,-60.5116667,-,-,601.2,1.422,0.19,-,39.4,2010
planet,HD 10180 h,24.475,-60.5116667,-,-,2222,3.4,0.08,-,39.4,2010
planet,HD 101930 b,175.875,-58.0066667,-,-,70.46,0.302,0.11,-,30.49,2005
planet,HD 102117 b,176.2083333,-58.7036111,-,-,20.67,0.1532,0.106,-,42,2004
planet,HD 102195 b,176.425,2.8213889,0.46,-,4.114,0.049,0.14,78,28.98,2005
planet,HD 102272 b,176.6,14.1238889,-,-,127.58,0.614,0.05,-,360,2008
planet,HD 102272 c,176.6,14.1238889,-,-,520,1.57,0.68,-,360,2008
planet,HD 102329 b,176.6958333,3.4741667,-,-,778.1,2.01,0.211,-,158,2011
planet,HD 102329 c,176.6958333,3.4741667,-,-,1123,-,0.209,-,158,2010
planet,HD 102365 A b,176.6291667,-40.5002778,-,-,122.1,0.46,0.34,-,9.24,2011
